Detail 1.1.1 ,,,,,,,,,
"Window Wall System ""½ Spandrel Panel Clear Wall with No Interior Stud Cavity Insulation",,,,,,,,,
16,Exterior Film1,-,-,R-0.2 to R-0.7 (0.03 RSI to 0.12 RSI),-,-,0.81,0.00000081,
Detail 8.2.5,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Wood Strapping and Continuous Insulation Supporting Fiber Cement Board and R-19 Batt Insulation in Stud Cavity ""½ Cantilevered Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"5/8""½ (16)",1.1 (0.16),R-0.6 (0.20 RSI),50 (800),0.26 (1090),3.75,0.06,
3,Fiberglass Batt Insulation,"5 1/2""½ (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),9.98,1.3972,
4,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
5,Exterior Wood Sheathing,"5/8""½ (16)",0.69 (0.10),R-0.6 (0.10 RSI),31 (500),0.45 (1880),385,6.16,
6,Exterior Insulation,Varies,0.24 (0.0343),R-10 to R-15 (1.76 RSI to 2.64 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,1x3 Wood Strapping,"3/4""½ (19)",0.69 (0.10),-,31 (500),0.45 (1880),150,2.85,
8,"Fiber Cement Board Cladding with 3/4""½ (19mm) vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
9,"2x10 Wood Joist (16""½ o.c.)","9 1/4""½ (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
10,Vented Aluminum Soffit Panel is incorporated into the exterior heat transfer coefficient,,,,,,N/A,N/A,
11,Flashing,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
12,2x10 Rim Joist,"1 1/2""½",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
13,Fiberglass Batt Insulation in Floor,"9 1/4""½ (235)",0.33 (0.048),R-28 (4.9 RSI),0.9 (14),0.17 (710),N/A,N/A,
14,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 8.2.6,,,,,,,,0,
"Interior Insulated Double Framed Wall 2x6 and 2x4 Wood Stud (16""½ o.c.) Wall Assembly with 2""½ Gap ""½ Rim Joist and Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fill Insulation,"11""½ (279)",Varies,-,-,-,N/A,N/A,
4,"2x4 Wood Stud (16""½ o.c.)","3 1/2""½ (89)",0.69 (0.10),-,31 (500),0.45 (1880),150,13.35,
5,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
6,Exterior Plywood Sheathing,"1/2""½ (13)",0.69 (0.10),R-0.7 (0.13 RSI),31 (500),0.45 (1880),385,5.005,
7,Fill Insulation at Joist,"6 3/4""½ (171)",Varies,-,-,-,N/A,N/A,
8,XPS Insulation,"2""½ (51)",0.20 (0.029),R-10 (1.76 RSI),1.8 (28),0.29 (1220),N/A,N/A,
9,"2x10 Wood Joists (16""½ o.c.)","9 1/4""½ (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
10,"Steel Fasteners (12""½ o.c.)","0.43""½ (11) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,2x10 Rim Joist,"1 1/2""½ (38)",0.69 (0.10),-,31 (510),0.45 (1880),N/A,N/A,
12,Steel Flashing,18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
13,"Wood Strapping (1""½ x 3""½)","3/4""½ (19)",0.69 (0.10),-,31 (500),0.45 (1880),150,2.85,
14,Rainscreen Cavity,"3/4""½ (19)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
15,Fiber Cement Board,"1/2""½ (13)",4.86 (0.7),-,-,-,N/A,N/A,
16,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.7,,,,,,,,0,
"Interior Insulated Double Framed Wall 2x6 and 2x4 Wood Stud (16""½ o.c.) Wall Assembly with 3""½ Gap ""½ Rim Joist and Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fill Insulation,"12""½ (305)",Varies,-,-,-,N/A,N/A,
4,"2x4 Wood Stud (16""½ o.c.)","3 1/2""½ (89)",0.69 (0.10),-,31 (500),0.45 (1880),150,13.35,
5,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
6,Exterior Plywood Sheathing,"1/2""½ (13)",0.69 (0.10),R-0.7 (0.13 RSI),31 (500),0.45 (1880),385,5.005,
7,Fill Insulation at Joist,"6 3/4""½ (171)",Varies,-,-,-,N/A,N/A,
8,XPS Insulation,"2""½ (51)",0.20 (0.029),R-10 (1.76 RSI),1.8 (28),0.29 (1220),N/A,N/A,
9,"2x10 Wood Joists (16""½ o.c.)","9 1/4""½ (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
10,"Steel Fasteners (12""½ o.c.)","0.43""½ (11) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,2x10 Rim Joist,"1 1/2""½ (38)",0.69 (0.10),-,31 (510),0.45 (1880),N/A,N/A,
12,Steel Flashing,18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
13,"Wood Strapping (1""½ x 3""½)","3/4""½ (19)",0.69 (0.10),-,31 (500),0.45 (1880),150,2.85,
14,Rainscreen Cavity,"3/4""½ (19)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
15,Fiber Cement Board,"1/2""½ (13)",4.86 (0.7),-,-,-,N/A,N/A,
16,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.8,,,,,,,,0,
"Interior Insulated Double Framed Wall 2x6 and 2x4 Wood Stud (16""½ o.c.) Wall Assembly with 4""½ Gap ""½ Rim Joist and Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fill Insulation,"13""½ (330)",Varies,-,-,-,N/A,N/A,
4,"2x4 Wood Stud (16""½ o.c.)","3 1/2""½ (89)",0.69 (0.10),-,31 (500),0.45 (1880),150,13.35,
5,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
6,Exterior Plywood Sheathing,"1/2""½ (13)",0.69 (0.10),R-0.7 (0.13 RSI),31 (500),0.45 (1880),385,5.005,
7,Fill Insulation at Joist,"6 3/4""½ (171)",Varies,-,-,-,N/A,N/A,
8,XPS Insulation,"2""½ (51)",0.20 (0.029),R-10 (1.76 RSI),1.8 (28),0.29 (1220),N/A,N/A,
9,"2x10 Wood Joists (16""½ o.c.)","9 1/4""½ (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
10,"Steel Fasteners (12""½ o.c.)","0.43""½ (11) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,2x10 Rim Joist,"1 1/2""½ (38)",0.69 (0.10),-,31 (510),0.45 (1880),N/A,N/A,
12,Steel Flashing,18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
13,"Wood Strapping (1""½ x 3""½)","3/4""½ (19)",0.69 (0.10),-,31 (500),0.45 (1880),150,2.85,
14,Rainscreen Cavity,"3/4""½ (19)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
15,Fiber Cement Board,"1/2""½ (13)",4.86 (0.7),-,-,-,N/A,N/A,
16,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.9,,,,,,,,0,
"Interior Insulated Double Framed Wall 2x6 and 2x4 Wood Stud (16""½ o.c.) Wall Assembly with 2""½ Gap ""½ Insulated Rim Joist and Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fill Insulation,"11""½ (279)",Varies,-,-,-,N/A,N/A,
4,"2x4 Wood Stud (16""½ o.c.)","3 1/2""½ (89)",0.69 (0.10),-,31 (500),0.45 (1880),150,13.35,
5,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
6,Exterior Plywood Sheathing,"1/2""½ (13)",0.69 (0.10),R-0.7 (0.13 RSI),31 (500),0.45 (1880),385,5.005,
7,Fill Insulation at Joist,"6 3/4""½ (171)",Varies,-,-,-,N/A,N/A,
8,XPS Insulation,"2""½ (51)",0.20 (0.029),R-10 (1.76 RSI),1.8 (28),0.29 (1220),N/A,N/A,
9,"2x10 Wood Joists (16""½ o.c.)","9 1/4""½ (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
10,"Steel Fasteners (12""½ o.c.)","0.43""½ (11) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,2x10 Rim Joist,"1 1/2""½ (38)",0.69 (0.10),-,31 (510),0.45 (1880),N/A,N/A,
12,Rim Joist Insulation,"1""½ (25)",0.20 (0.029),R-5 (0.88 RSI),1.8 (28),0.29 (1220),N/A,N/A,
13,Steel Flashing,18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
14,"Wood Strapping (1""½ x 3""½)","3/4""½ (19)",0.69 (0.10),-,31 (500),0.45 (1880),150,2.85,
15,Rainscreen Cavity,"3/4""½ (19)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
16,Fiber Cement Board,"1/2""½ (13)",4.86 (0.7),-,-,-,N/A,N/A,
17,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.10,,,,,,,,0,
"Interior Insulated Double Framed Wall 2x6 and 2x4 Wood Stud (16""½ o.c.) Wall Assembly with 3""½ Gap ""½ Insulated Rim Joist and Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fill Insulation,"12""½ (305)",Varies,-,-,-,N/A,N/A,
4,"2x4 Wood Stud (16""½ o.c.)","3 1/2""½ (89)",0.69 (0.10),-,31 (500),0.45 (1880),150,13.35,
5,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
6,Exterior Plywood Sheathing,"1/2""½ (13)",0.69 (0.10),R-0.7 (0.13 RSI),31 (500),0.45 (1880),385,5.005,
7,Fill Insulation at Joist,"6 3/4""½ (171)",Varies,-,-,-,N/A,N/A,
8,XPS Insulation,"2""½ (51)",0.20 (0.029),R-10 (1.76 RSI),1.8 (28),0.29 (1220),N/A,N/A,
9,"2x10 Wood Joists (16""½ o.c.)","9 1/4""½ (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
10,"Steel Fasteners (12""½ o.c.)","0.43""½ (11) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,2x10 Rim Joist,"1 1/2""½ (38)",0.69 (0.10),-,31 (510),0.45 (1880),N/A,N/A,
12,Rim Joist Insulation,"1""½ (25)",0.20 (0.029),R-5 (0.88 RSI),1.8 (28),0.29 (1220),N/A,N/A,
13,Steel Flashing,18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
14,"Wood Strapping (1""½ x 3""½)","3/4""½ (19)",0.69 (0.10),-,31 (500),0.45 (1880),150,2.85,
15,Rainscreen Cavity,"3/4""½ (19)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
16,Fiber Cement Board,"1/2""½ (13)",4.86 (0.7),-,-,-,N/A,N/A,
17,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.11,,,,,,,,0,
"Interior Insulated Double Framed Wall 2x6 and 2x4 Wood Stud (16""½ o.c.) Wall Assembly with 4""½ Gap ""½ Insulated Rim Joist and Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fill Insulation,"13""½ (330)",Varies,-,-,-,N/A,N/A,
4,"2x4 Wood Stud (16""½ o.c.)","3 1/2""½ (89)",0.69 (0.10),-,31 (500),0.45 (1880),150,13.35,
5,"2x6 Wood Stud (16""½ o.c.)","5 1/2""½ (140)",0.69 (0.10),-,31 (500),0.45 (1880),150,21,
6,Exterior Plywood Sheathing,"1/2""½ (13)",0.69 (0.10),R-0.7 (0.13 RSI),31 (500),0.45 (1880),385,5.005,
7,Fill Insulation at Joist,"6 3/4""½ (171)",Varies,-,-,-,N/A,N/A,
8,XPS Insulation,"2""½ (51)",0.20 (0.029),R-10 (1.76 RSI),1.8 (28),0.29 (1220),N/A,N/A,
9,"2x10 Wood Joists (16""½ o.c.)","9 1/4""½ (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
10,"Steel Fasteners (12""½ o.c.)","0.43""½ (11) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,2x10 Rim Joist,"1 1/2""½ (38)",0.69 (0.10),-,31 (510),0.45 (1880),N/A,N/A,
12,Rim Joist Insulation,"1""½ (25)",0.20 (0.029),R-5 (0.88 RSI),1.8 (28),0.29 (1220),N/A,N/A,
13,Steel Flashing,18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
14,"Wood Strapping (1""½ x 3""½)","3/4""½ (19)",0.69 (0.10),-,31 (500),0.45 (1880),150,2.85,
15,Rainscreen Cavity,"3/4""½ (19)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
16,Fiber Cement Board,"1/2""½ (13)",4.86 (0.7),-,-,-,N/A,N/A,
17,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.12,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Shelf Angle & Brick Ties Supporting Brick Veneer and R-19 Batt Insulation in Stud Cavity ""½ Rim Joist and Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fiberglass Batt Insulation in Stud Cavity,"5 1/2"" (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
4,"2x6 Wood Stud (16"" o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
5,Exterior Plywood Sheathing,"1/2"" (13)",0.69 (0.10),R-0.7 (0.13 RSI),31 (500),0.45 (1880),385,5.005,
6,Exterior Insulation,Varies,-,R-0 to R-10 (0.00 RSI to 1.76 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,Brick Ties,14 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Flashing,20 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,Steel Shelf Angle,"3/8"" (10)",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
10,Air Cavity2,"1"" (25)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
11,Brick Veneer,"3 5/8"" (92)",5.4 (0.78),-,140 (2250),0.20 (850),N/A,N/A,
12,"2x10 Wood Joists (16""o.c.)","9 1/4"" (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
13,Fiberglass Batt Insulation at Joists,"5 1/2"" (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
14,2x10 Rim Joist,"1 1/2"" (38)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
15,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.13,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall Assembly with Stand-off (Knife Plate) Shelf Angle & Brick Ties Supporting Brick Veneer and R-19 Batt Insulation in Stud Cavity",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fiberglass Batt Insulation in Stud Cavity,"5 1/2"" (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
4,"2x6 Wood Stud (16"" o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
5,Exterior Plywood Sheathing,"1/2"" (13)",0.69 (0.10),-,31 (500),0.45 (1880),385,5.005,
6,Exterior Insulation,Varies,-,R-0 to R-10 (0.00 RSI to1.76 RSI),1.8 (28),0.29 (1220),22.7,1.135,
7,Brick Ties,14 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Exterior Insulation Behind Shelf Angle,Varies,-,R-0 to R-10 (0.00 RSI to1.76 RSI),1.8 (28),0.29 (1220),N/A,N/A,
9,Flashing,20 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
10,Spteel Shelf Angle,"3/8"" (10)",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,Air Cavity2,"1"" (25)",-,R-0.9 (0.16RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
12,Brick Veneer,"3 5/8"" (92)",5.4 (0.78),-,140 (2250),0.20 (850),N/A,N/A,
13,"2x10 Wood Joists (16""o.c.)","9 1/4"" (235)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
14,Fiberglass Batt Insulation at Joists,"5 1/2"" (140)",0.29 (0.042),R-19 (3.3 RSI),0.9 (14),0.17 (710),N/A,N/A,
15,2x10 Rim Joist,"1 1/2"" (38)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
16,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.14,,,,,,,,0,
"Exterior Insulated 2x6 Wood Stud (16""½ o.c.) Wall with Interior OSB and Wood Furring Assembly with Stand-off (Knife Plate) Shelf Angle & Brick Ties Supporting Brick Veneer ""½ CLT and Wood Truss Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum,"1/2""(13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),N/A,N/A,
3,1x3 Wood Furring,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
4,Air in Furring Cavity,"3/4""(19)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
5,OSB,"7/16"" (11)",1.1 (0.16),R-0.4 (0.07 RSI),31 (500),0.45 (1880),N/A,N/A,
6,Air in Stud Cavity,"5 1/2"" (140)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
7,"2x6 Wood Stud (16"" o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
8,Exterior Plywood Sheathing,"1/2""(13)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
9,Exterior Insulation,Varies,-,R-10 to R-30 (1.76 to 5.28 RSI),1.8 (28),0.29 (1220),22.7,1.135,
10,Brick Ties,14 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,Exterior Insulation Behind Shelf Angle,Varies,-,R-10 to R-30 (1.76 to 5.28 RSI),1.8 (28),0.29 (1220),N/A,N/A,
12,Flashing,20 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
13,Steel Shelf Angle,"3/8"" (10)",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
14,Air Cavity,"1 1/2"" (38)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),0,0,
15,Brick Veneer,"3 5/8"" (92)",5.4 (0.78),R-0.7 (0.12 RSI),140 (2250),0.20 (850),N/A,N/A,
16,"2x4 Wood Truss (16"" o.c.)","1 1/2"" (38)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
17,Air in Floor Cavity,"10 3/4"" (273)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
18,CLT,"5 1/2"" (140)",0.83 (0.12),-,31 (500),0.45 (1880),N/A,N/A,
19,Plywood Floor,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
20,Concrete Topping,"1 1/2"" (38)",12 (1.8),-,140 (2250),0.20 (850),139,5.282,
21,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 8.2.15,,,,,,,,0,
"Exterior and Interior Insulated 2x6 Wood Stud (16""½ o.c.) Wall with Interior OSB and Wood Furring Assembly with Stand-off (Knife Plate) Shelf Angle & Brick Ties Supporting Brick Veneer ""½ CLT and Wood Truss Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum,"1/2""(13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),N/A,N/A,
3,1x3 Wood Furring,"3/4"" (19)",0.7 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
4,Air in Furring Cavity,"3/4""(19)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
5,OSB,"7/16"" (11)",1.1 (0.16),R-0.4 (0.07 RSI),31 (500),0.45 (1880),N/A,N/A,
6,Fiberglass Batt Insulation in Stud Cavity,"5 1/2"" (140)",0.29 (0.042),R-19.0 (3.35 RSI),0.9 (14),0.17 (710),N/A,N/A,
7,"2x6 Wood Stud (16"" o.c.)","5 1/2"" (140)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
8,Exterior Plywood Sheathing,"1/2""(13)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
9,Exterior Insulation,Varies,-,R-5 to R-30 (0.88 to 5.28 RSI),1.8 (28),0.29 (1220),22.7,1.135,
10,Brick Ties,14 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
11,Exterior Insulation Behind Shelf Angle,Varies,-,R-5 to R-30 (0.88 to 5.28 RSI),1.8 (28),0.29 (1220),N/A,N/A,
12,Flashing,20 gauge,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
13,Steel Shelf Angle,"3/8"" (10)",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
14,Air Cavity,"1 1/2"" (38)",-,R-0.4 (0.07 RSI),0.075 (1.2),0.24 (1000),0,0,
15,Brick Veneer,"3 5/8"" (92)",5.4 (0.78),R-0.7 (0.12 RSI),140 (2250),0.20 (850),N/A,N/A,
16,"2x4 Wood Truss (16"" o.c.)","1 1/2"" (38)",0.7 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
17,Air in Floor Cavity,"10 3/4"" (273)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
18,Fiberglass Batt Insulation at CLT,"3 3/4"" (95)",0.30 (0.044),R-12.4 (2.19 RSI),0.9 (14),0.17 (710),N/A,N/A,
19,CLT,"10"" (254)",0.83 (0.12),-,31 (500),0.45 (1880),N/A,N/A,
20,Plywood Floor,"3/4"" (19)",0.69 (0.10),-,31 (500),0.45 (1880),N/A,N/A,
